ImageNumber,ObjectNumber,Intensity_IntegratedIntensityEdge_OrigGreen,Intensity_IntegratedIntensity_OrigGreen,Intensity_LowerQuartileIntensity_OrigGreen,Intensity_MADIntensity_OrigGreen,Intensity_MassDisplacement_OrigGreen,Intensity_MaxIntensityEdge_OrigGreen,Intensity_MaxIntensity_OrigGreen,Intensity_MeanIntensityEdge_OrigGreen,Intensity_MeanIntensity_OrigGreen,Intensity_MedianIntensity_OrigGreen,Intensity_MinIntensityEdge_OrigGreen,Intensity_MinIntensity_OrigGreen,Intensity_StdIntensityEdge_OrigGreen,Intensity_StdIntensity_OrigGreen,Intensity_UpperQuartileIntensity_OrigGreen,Location_CenterMassIntensity_X_OrigGreen,Location_CenterMassIntensity_Y_OrigGreen,Location_CenterMassIntensity_Z_OrigGreen,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_OrigGreen,Location_MaxIntensity_Y_OrigGreen,Location_MaxIntensity_Z_OrigGreen,Number_Object_Number,Parent_Nuclei
1,11,2.456410378217697,4.1753359735012054,0.26849818229675293,0.010378509759902954,0.0157992797355373,0.2893773019313812,0.30598291754722595,0.272934486468633,0.27835573156674703,0.27899879217147827,0.2630036771297455,0.2630036771297455,0.0083648233214682,0.012124032469924427,0.2886447012424469,773.8110305287056,259.78868873673565,0.0,773.8,259.8,0,774.0,259.0,0.0,11,1
1,12,7.309890419244766,23.75335845351219,0.29914531111717224,0.03186812996864319,0.024109042560747383,0.3155067265033722,0.42515262961387634,0.29239561676979064,0.3345543444156647,0.32600733637809753,0.2717948853969574,0.2717948853969574,0.011408700203237043,0.04324520856895667,0.36831502616405487,777.8661046552662,269.25582399611477,0.0,777.8450704225352,269.2676056338028,0,778.0,269.0,0.0,12,1
1,13,2.9741149246692657,4.091086894273758,0.26642248034477234,0.00634920597076416,0.003987005541472755,0.2847374975681305,0.2893773019313812,0.27037408406084235,0.2727391262849172,0.2737484872341156,0.2576312720775604,0.2576312720775604,0.00798651729135846,0.008522490831531202,0.2789377421140671,794.399033009119,268.5961320364759,0.0,794.4,268.6,0,795.0,269.0,0.0,13,1
1,14,9.571184784173965,28.309158474206924,0.29597070813179016,0.018681317567825317,0.043744998220001344,0.32185593247413635,0.40122100710868835,0.2900359025507262,0.3180804322944598,0.313553124666214,0.2715506851673126,0.2715506851673126,0.012360559265402563,0.03062604400551524,0.3345543444156647,863.5749271127064,269.3068422966749,0.0,863.6179775280899,269.314606741573,0,860.0,269.0,0.0,14,1
1,15,2.8239317685365677,4.427350655198097,0.2551282197237015,0.00476190447807312,0.009694933970571916,0.2630036771297455,0.28327229619026184,0.2567210698669607,0.260432391482241,0.2609279751777649,0.24835164844989777,0.24835164844989777,0.004654495046863016,0.007695952576250447,0.2640415281057358,811.22857143011,272.30110314754006,0.0,811.2352941176471,272.29411764705884,0,810.0,273.0,0.0,15,1
1,16,2.5941393077373505,4.005128383636475,0.2531135678291321,0.0158730149269104,0.030423197457084505,0.28009769320487976,0.2947497069835663,0.25941393077373504,0.2670085589090983,0.2688644826412201,0.2371184378862381,0.2371184378862381,0.013770840338434034,0.017344707255655473,0.2824786454439163,847.6526431230559,276.56033168824825,0.0,847.6666666666666,276.53333333333336,0,848.0,277.0,0.0,16,1
1,17,11.311844021081924,44.00805938243866,0.35555556416511536,0.043223440647125244,0.025564644439605388,0.3721611797809601,0.5262515544891357,0.3427831521539977,0.4000732671130787,0.3936507999897003,0.31575092673301697,0.31575092673301697,0.015552138847914919,0.05351351254108508,0.44200244545936584,748.5375638818704,285.2172540253052,0.0,748.5545454545454,285.23636363636365,0,748.0,284.0,0.0,17,1
1,18,4.081318885087967,7.815629184246063,0.2705738842487335,0.007081806659698486,0.005355494997241438,0.28131869435310364,0.3032967150211334,0.27208792567253115,0.2791296137230737,0.28034189343452454,0.26617828011512756,0.26617828011512756,0.005649564088374674,0.009689084490918393,0.2847374975681305,860.7812529297062,286.81846586502496,0.0,860.7857142857143,286.82142857142856,0,862.0,287.0,0.0,18,1
1,19,7.323565661907196,25.825641751289368,0.28913310170173645,0.041025638580322266,0.07657509415977326,0.3042735159397125,0.4710622727870941,0.281675602381046,0.3398110756748601,0.32869353890419006,0.2598290741443634,0.2598290741443634,0.012369805665521792,0.06030277422006267,0.37826618552207947,820.3612466392298,288.1883770242025,0.0,820.3157894736842,288.25,0,821.0,288.0,0.0,19,1
1,20,8.079365402460098,30.436386615037918,0.30683761835098267,0.05396825075149536,0.0693608309223811,0.3452991545200348,0.5851038098335266,0.2992357556466703,0.3757578594449126,0.3531135618686676,0.26739928126335144,0.26739928126335144,0.017514848770845706,0.07952976352091706,0.43595848977565765,772.2837760821413,289.70455803918526,0.0,772.3333333333334,289.75308641975306,0,771.0,289.0,0.0,20,1
1,21,8.292308062314987,19.15604469180107,0.2847374975681305,0.014163613319396973,0.06813128459487285,0.3032967150211334,0.36947497725486755,0.28594165732120647,0.30406420145715984,0.295604407787323,0.2705738842487335,0.2705738842487335,0.008407879937710909,0.025609750259070377,0.31691087782382965,765.138238750238,297.98581153417786,0.0,765.2063492063492,297.984126984127,0,764.0,298.0,0.0,21,1
1,22,7.2432237565517426,22.090354710817337,0.28693529963493347,0.04224663972854614,0.020293216120491276,0.3006105124950409,0.46691086888313293,0.27858552909814394,0.33470234410329297,0.3186813294887543,0.2471306473016739,0.2471306473016739,0.014135900727771461,0.060355327514666955,0.3808302879333496,881.4991930176047,298.16154101732394,0.0,881.5,298.1818181818182,0,881.0,298.0,0.0,22,2
1,23,6.826618164777756,20.196826100349426,0.27619048953056335,0.031013429164886475,0.020970746275192808,0.3042735159397125,0.4561660587787628,0.27306472659111025,0.3155754078179598,0.30158731341362,0.2547008693218231,0.2547008693218231,0.012025764218325982,0.049259177504728024,0.33894994854927063,816.7771503899845,302.1022537670256,0.0,816.796875,302.109375,0,816.0,302.0,0.0,23,1
1,24,2.7553114891052246,4.173382371664047,0.27619048953056335,0.004151403903961182,0.012501356480195788,0.2854700982570648,0.2903541028499603,0.27553114891052244,0.27822549144426983,0.2794871926307678,0.2647130787372589,0.2647130787372589,0.006432300800268224,0.006951013680993483,0.283638596534729,891.3242246937784,305.7418958446065,0.0,891.3333333333334,305.73333333333335,0,892.0,306.0,0.0,24,2
1,25,3.4371185898780823,5.378754794597626,0.28119659423828125,0.01953601837158203,0.020361384589325075,0.30793651938438416,0.3504273593425751,0.28642654915650684,0.2988197108109792,0.30207571387290955,0.26349207758903503,0.26349207758903503,0.015376361882687855,0.022994188930144686,0.3181929290294647,925.5979751216224,307.62666848115066,0.0,925.6111111111111,307.6111111111111,0,926.0,308.0,0.0,25,2
